gene_id	Gene names	type
ENSMUSG00000032101	Ddx25 Grth	nucleus
ENSMUSG00000032103	Pus3	nucleus
ENSMUSG00000032113	Chek1 Chk1	nucleus
ENSMUSG00000032116	Stt3a Itm1	integral membrane
ENSMUSG00000032118	Fez1	cytoplasm
ENSMUSG00000032119	Hinfp Mizf	nucleus
ENSMUSG00000032120	C2cd2l Tmem24	integral membrane
ENSMUSG00000032121	Tmem218	integral membrane
ENSMUSG00000032123	Dpagt1 Dpagt2 Gnpta	integral membrane
ENSMUSG00000032125	Robo4	integral membrane
ENSMUSG00000032126	Hmbs Uros1	nucleus
ENSMUSG00000032135	Mcam Muc18	integral membrane
ENSMUSG00000032171	Pin1	nucleus
ENSMUSG00000032172	Olfm2	nucleus
ENSMUSG00000032175	Tyk2	nucleus
ENSMUSG00000032177	Pde4a	nucleus
ENSMUSG00000032178	Ilf3	nucleus
ENSMUSG00000032180	Tmed1 Il1rl1l	integral membrane
ENSMUSG00000032182	Yipf2	integral membrane
ENSMUSG00000032185	Carm1 Prmt4	nucleus
ENSMUSG00000032187	Smarca4 Baf190a Brg1 Snf2b Snf2l4	nucleus
ENSMUSG00000032191	Bcl2l10 Boo Diva	integral membrane
ENSMUSG00000032192	Gnb5	nucleus
ENSMUSG00000032193	Ldlr	integral membrane
ENSMUSG00000032194	Kank2 Ankrd25	cytoplasm
ENSMUSG00000032212	Sltm Met	nucleus
ENSMUSG00000032216	Nedd4 Kiaa0093 Nedd-4 Nedd4-1 Nedd4a	cytoplasm
ENSMUSG00000032217	Rnf111	nucleus
ENSMUSG00000032218	Ccnb2 Cycb2	nucleus
ENSMUSG00000032220	Myo1e Myr3	cytoplasm
ENSMUSG00000032226	Gcnt3	integral membrane
ENSMUSG00000032228	Tcf12 Alf1 Meb	nucleus
ENSMUSG00000032231	Anxa2 Anx2 Cal1h	nucleus
ENSMUSG00000032235	Ice2 Narg2	nucleus
ENSMUSG00000032238	Rora Nr1f1 Rzra	nucleus
ENSMUSG00000032244	Fem1b F1aa Kiaa0396	nucleus
ENSMUSG00000032249	Anp32a Anp32 Lanp	nucleus
ENSMUSG00000032251	Irak1bp1 Aip70 Simpl	nucleus
ENSMUSG00000032252	Glce	integral membrane
ENSMUSG00000032254	Kif23	nucleus
ENSMUSG00000032257	Ankk1	nucleus
ENSMUSG00000032264	Zw10	nucleus
ENSMUSG00000032267	Usp28 Kiaa1515	nucleus
ENSMUSG00000032268	Tmprss5	integral membrane
ENSMUSG00000032274	Cyp19a1 Arom Cyp19	integral membrane
ENSMUSG00000032278	Paqr5 Mprg	integral membrane
ENSMUSG00000032280	Tle3 Esg	nucleus
ENSMUSG00000032281	Acsbg1 Kiaa0631 Lpd	cytoplasm
ENSMUSG00000032288	Imp3	nucleus
ENSMUSG00000032290	Ptpn9	cytoplasm
ENSMUSG00000032291	Crabp1	cytoplasm
ENSMUSG00000032292	Nr2e3 Pnr Rnr	nucleus
ENSMUSG00000032293	Ireb2 Irp2	cytoplasm
ENSMUSG00000032294	Pkm Pk3 Pkm2 Pykm	nucleus
ENSMUSG00000032295	Man2c1	cytoplasm
ENSMUSG00000032297	Celf6 Brunol6	nucleus
ENSMUSG00000032298	Neil1 Nei1	nucleus
ENSMUSG00000032299	Commd4	nucleus
ENSMUSG00000032301	Psma4	nucleus
ENSMUSG00000032307	Ube2q2	nucleus
ENSMUSG00000032308	Ulk3	cytoplasm
ENSMUSG00000032309	Fbxo22 Fbx22	nucleus
ENSMUSG00000032311	Nrg4	integral membrane
ENSMUSG00000032312	Csk	cytoplasm
ENSMUSG00000032315	Cyp1a1 Cyp1a-1	cytoplasm
ENSMUSG00000032316	Clk3	nucleus
ENSMUSG00000032318	Isl2	nucleus
ENSMUSG00000032328	Tmem30a Cdc50a D9Wsu20e	integral membrane
ENSMUSG00000032329	Hmg20a Ibraf	nucleus
ENSMUSG00000032330	Cox7a2 Cox7a3 Cox7al	integral membrane
ENSMUSG00000032344	Cgas Mb21d1	nucleus
ENSMUSG00000032346	Ooep Oep19 Sddr	nucleus
ENSMUSG00000032348	Gsta4 Gsta	cytoplasm
ENSMUSG00000032353	Tmed3	integral membrane
ENSMUSG00000032355	Mlip Cip	nucleus
ENSMUSG00000032356	Rasgrf1 Cdc25 Grf1	cytoplasm
ENSMUSG00000032358	Fam83b	cytoplasm
ENSMUSG00000032366	Tpm1 Tpm-1 Tpma	cytoplasm
ENSMUSG00000032368	Zic1 Zic	nucleus
ENSMUSG00000032369	Plscr1 Tra1b Tras1	nucleus
ENSMUSG00000032372	Plscr2	integral membrane
ENSMUSG00000032376	Usp3	nucleus
ENSMUSG00000032377	Plscr4	integral membrane
ENSMUSG00000032380	Dapk2	nucleus
ENSMUSG00000032383	Ppib	cytoplasm
ENSMUSG00000032384	Csnk1g1	nucleus
ENSMUSG00000032386	Trip4	nucleus
ENSMUSG00000032387	Rbpms2	cytoplasm
ENSMUSG00000032392	Parp16 Artd15	integral membrane
ENSMUSG00000032397	Tipin	nucleus
ENSMUSG00000032399	Rpl4	nucleus
ENSMUSG00000032401	Lctl Klph	integral membrane
ENSMUSG00000032402	Smad3 Madh3	nucleus
ENSMUSG00000032405	Pias1 Ddxbp1	nucleus
ENSMUSG00000032407	U2surp Sr140	nucleus
ENSMUSG00000032412	Atp1b3	cytoplasm
ENSMUSG00000032415	Ube3d H10bh Ube2cbp	nucleus
ENSMUSG00000032422	Snx14	integral membrane
ENSMUSG00000032423	Syncrip Hnrpq Nsap1 Nsap1l	nucleus
ENSMUSG00000032434	Cmtm6 Cklfsf6	integral membrane
ENSMUSG00000032435	Dync1li1 Dncli1 Dnclic1	cytoplasm
ENSMUSG00000032436	Cmtm7 Cklfsf7 Lnv	integral membrane
ENSMUSG00000032440	Tgfbr2	integral membrane
ENSMUSG00000032446	Eomes Tbr2	nucleus
ENSMUSG00000032449	Slc25a36	integral membrane
ENSMUSG00000032456	Nmnat3	nucleus
ENSMUSG00000032462	Pik3cb	nucleus
ENSMUSG00000032463	Faim Faim1	cytoplasm
ENSMUSG00000032468	Armc8	nucleus
ENSMUSG00000032469	Dbr1	nucleus
ENSMUSG00000032473	Cldn18	integral membrane
ENSMUSG00000032475	Nck1	nucleus
ENSMUSG00000032477	Cdc25a Cdc25m3	nucleus
ENSMUSG00000032480	Dhx30 Helg	cytoplasm
ENSMUSG00000032481	Smarcc1 Baf155 Srg3	nucleus
ENSMUSG00000032485	Scap Kiaa0199	integral membrane
ENSMUSG00000032487	Ptgs2 Cox-2 Cox2 Pghs-b Tis10	cytoplasm
ENSMUSG00000032491	Nradd	integral membrane
ENSMUSG00000032492	Pth1r Pthr Pthr1	nucleus
ENSMUSG00000032493	Prss44 Tessp4	integral membrane
ENSMUSG00000032496	Ltf	cytoplasm
ENSMUSG00000032498	Mlh1	nucleus
ENSMUSG00000032500	Dclk3 Dcamkl3	nucleus
ENSMUSG00000032501	Trib1 Trb1	nucleus
ENSMUSG00000032503	Arpp21 Rcs Tarpp	cytoplasm
ENSMUSG00000032504	Pdcd6ip Aip1 Alix	cytoplasm
ENSMUSG00000032508	Myd88	nucleus
ENSMUSG00000032511	Scn5a	integral membrane
ENSMUSG00000032512	Wdr48 Kiaa1449 Uaf1	nucleus
ENSMUSG00000032513	Gorasp1	cytoplasm
ENSMUSG00000032515	Csrnp1 Axud1 Taip3	nucleus
ENSMUSG00000032518	Rpsa Lamr1 P40-8	nucleus
ENSMUSG00000032519	Slc25a38	integral membrane
ENSMUSG00000032523	Hhatl Gup1 Kiaa1173	integral membrane
ENSMUSG00000032525	Nktr	nucleus
ENSMUSG00000032526	Ss18l2 Deb1	nucleus
ENSMUSG00000032528	Vipr1	integral membrane
ENSMUSG00000032534	Cep63 D9Mgc48e	cytoplasm
ENSMUSG00000032536	Trak1	nucleus
ENSMUSG00000032537	Ephb1	cytoplasm
ENSMUSG00000032547	Ryk Mrk	nucleus
ENSMUSG00000032553	Srprb	integral membrane
ENSMUSG00000032555	Topbp1 Kiaa0259	cytoplasm
ENSMUSG00000032556	Bfsp2	cytoplasm
ENSMUSG00000032557	Uba5	nucleus
ENSMUSG00000032561	Acp3 Acpp	integral membrane
ENSMUSG00000032562	Gnai2 Gnai-2	nucleus
ENSMUSG00000032565	Nudt16	nucleus
ENSMUSG00000032570	Atp2c1 Pmr1	integral membrane
ENSMUSG00000032577	Mapkapk3	nucleus
ENSMUSG00000032580	Rbm5 Luca15	nucleus
ENSMUSG00000032591	Mst1 Hgfl	cytoplasm
ENSMUSG00000032593	Amigo3 Ali3 Kiaa1851	integral membrane
ENSMUSG00000032594	Ip6k1 Ihpk1	nucleus
ENSMUSG00000032599	Ip6k2 Ihpk2	nucleus
ENSMUSG00000032602	Slc25a20 Cac Cact	integral membrane
ENSMUSG00000032609	Klhdc8b	cytoplasm
ENSMUSG00000032612	Usp4 Unp	nucleus
ENSMUSG00000032623	Oas1d Oasl8	cytoplasm
ENSMUSG00000032633	Flcn Bhd	nucleus
ENSMUSG00000032640	Chsy1 Kiaa0990	integral membrane
ENSMUSG00000032641	Gpr19	integral membrane
ENSMUSG00000032643	Fhl3	nucleus
ENSMUSG00000032648	Pygm	cytoplasm
ENSMUSG00000032656	Marchf3 March3	integral membrane
ENSMUSG00000032657	Fam189b	integral membrane
ENSMUSG00000032661	Oas3 oasl10	cytoplasm
ENSMUSG00000032667	Pon2	nucleus
ENSMUSG00000032688	Malt1	nucleus
ENSMUSG00000032690	Oas2 oasl11	cytoplasm
ENSMUSG00000032691	Nlrp3 Cias1 Mmig1 Nalp3 Pypaf1	nucleus
ENSMUSG00000032698	Lmo2 Rbtn-2 Rbtn2 Rhom-2	nucleus
ENSMUSG00000032705	Exd2 Exdl2	integral membrane
ENSMUSG00000032712	Resf1 Kiaa1551	nucleus
ENSMUSG00000032715	Trib3 Nipk Trb3	nucleus
ENSMUSG00000032717	Mdfi	nucleus
ENSMUSG00000032718	Mansc1	integral membrane
ENSMUSG00000032727	Mier3	nucleus
ENSMUSG00000032735	Ablim3 Kiaa0843	cytoplasm
ENSMUSG00000032737	Inppl1 Ship2	nucleus
ENSMUSG00000032740	Ccdc88a Grdn Kiaa1212	cytoplasm
ENSMUSG00000032741	Tpcn1 Kiaa1169 Tpc1	integral membrane
ENSMUSG00000032743	Katnip Kiaa0556	cytoplasm
ENSMUSG00000032744	Heyl Hesr3 Hrt3	nucleus
ENSMUSG00000032745	Gpbp1 Gpbp	nucleus
ENSMUSG00000032757	Bet1	integral membrane
ENSMUSG00000032763	Ilvbl Hacl2	integral membrane
ENSMUSG00000032769	Trpa1 Anktm1	integral membrane
ENSMUSG00000032776	Mctp2 Gm489	integral membrane
ENSMUSG00000032783	Troap	cytoplasm
ENSMUSG00000032803	Cdv3	cytoplasm
ENSMUSG00000032806	Slc10a3 P3	integral membrane
ENSMUSG00000032808	Cyp2c38	cytoplasm
ENSMUSG00000032815	Fanca	nucleus
ENSMUSG00000032826	Ank2 AnkB	cytoplasm
ENSMUSG00000032840	Spring1 Spring	integral membrane
ENSMUSG00000032842	Abcc10 Mrp7	integral membrane
ENSMUSG00000032849	Abcc4 Mrp4	integral membrane
ENSMUSG00000032850	Rnft2 Tmem118	integral membrane
ENSMUSG00000032854	Ugt8 Cgt Ugt4 Ugt8a	integral membrane
ENSMUSG00000032855	Pkd1	nucleus
ENSMUSG00000032864	Rag2 Rag-2	nucleus
ENSMUSG00000032870	Smap2 Smap1l	cytoplasm
ENSMUSG00000032872	Cyb5r4 Ncb5or	cytoplasm
ENSMUSG00000032883	Acsl3 Acs3 Facl3	integral membrane
ENSMUSG00000032892	Rangrf Mog1 Rangnrf	nucleus
ENSMUSG00000032897	Nfyc	nucleus
ENSMUSG00000032899	Styk1 Nok	integral membrane
ENSMUSG00000032902	Slc16a1 Mct1	integral membrane
ENSMUSG00000032908	Sgpp2	integral membrane
ENSMUSG00000032911	Cspg4 An2 Kiaa4232 Ng2	integral membrane
ENSMUSG00000032913	Lrig2 Kiaa0806	integral membrane
ENSMUSG00000032921	Odf4 Oppo1	integral membrane
ENSMUSG00000032932	Hspa13 Stch	cytoplasm
ENSMUSG00000032937	Fshr	integral membrane
ENSMUSG00000032940	Rbm11	nucleus
ENSMUSG00000032942	Ucp3 Slc25a9	integral membrane
ENSMUSG00000032959	Pebp1 Pbp Pebp	cytoplasm
ENSMUSG00000032966	Fkbp1a Fkbp1	cytoplasm
ENSMUSG00000032968	Inha	cytoplasm
ENSMUSG00000032988	Slc16a8 Mct3	integral membrane
ENSMUSG00000032997	Chpf Css2 D1Bwg1363e	integral membrane
ENSMUSG00000032998	Foxj3 Kiaa1041	nucleus
ENSMUSG00000033004	Mycbp2 Pam Phr1	nucleus
ENSMUSG00000033006	Sox10 Sox-10 Sox21	nucleus
ENSMUSG00000033009	Ogfod1 Kiaa1612	cytoplasm
ENSMUSG00000033020	Polr2f	nucleus
ENSMUSG00000033021	Gmppa	cytoplasm
ENSMUSG00000033031	Cip2a Kiaa1524	integral membrane
ENSMUSG00000033036	Ppih	cytoplasm
ENSMUSG00000033053		integral membrane
ENSMUSG00000033054	Npat	nucleus
ENSMUSG00000033055	Ankrd54 Liar	nucleus
ENSMUSG00000033059	Pygb	cytoplasm
ENSMUSG00000033065	Pfkm Pfk-m Pfka	nucleus
ENSMUSG00000033075	Senp1 Supr2	nucleus
ENSMUSG00000033080	Vsx1 Rinx	nucleus
ENSMUSG00000033082	Clec1a	integral membrane
ENSMUSG00000033088	Triobp Kiaa1662 Tara	nucleus
ENSMUSG00000033096	Apmap	integral membrane
ENSMUSG00000033099	Nol12 Nop25	nucleus
ENSMUSG00000033102	Cdc14b	nucleus
ENSMUSG00000033106	Slc7a6os	nucleus
ENSMUSG00000033124	Atg9a Apg9l1	integral membrane
ENSMUSG00000033126	Ybey	nucleus
ENSMUSG00000033147	Slc22a15	integral membrane
ENSMUSG00000033159	Cnppd1	integral membrane
ENSMUSG00000033161	Atp1a1	integral membrane
ENSMUSG00000033170	Card10 Bimp1	cytoplasm
ENSMUSG00000033177	Tmprss7	integral membrane
ENSMUSG00000033186	Mzt1 Mozart1	cytoplasm
ENSMUSG00000033191	Tie1 Tie Tie-1	integral membrane
ENSMUSG00000033192	Lpcat2 Aytl1 Aytl1a Lpcat2a	integral membrane
ENSMUSG00000033208	S100b	nucleus
ENSMUSG00000033209	Ttc28 Kiaa1043 Tprbk	cytoplasm
ENSMUSG00000033210	Slc9c1 Gm610 Slc9a10	integral membrane
ENSMUSG00000033213	Nmes1	nucleus
ENSMUSG00000033214	Slitrk5	integral membrane
ENSMUSG00000033216	Eefsec Selb	nucleus
ENSMUSG00000033220	Rac2	cytoplasm
ENSMUSG00000033249	Hsf4	nucleus
ENSMUSG00000033257	Ttll4 Kiaa0173	cytoplasm
ENSMUSG00000033276	Stk36 Kiaa1278	nucleus
ENSMUSG00000033278	Ptprm Kiaa4044	integral membrane
ENSMUSG00000033282	Rpgrip1l Ftm Nphp8	cytoplasm
ENSMUSG00000033294	Noc4l	integral membrane
ENSMUSG00000033306	Lpp	nucleus
ENSMUSG00000033307	Mif	nucleus
ENSMUSG00000033308	Dpyd	cytoplasm
ENSMUSG00000033313	Fbxl8 Fbl8	nucleus
ENSMUSG00000033318	Gstt2	nucleus
ENSMUSG00000033323	Ctdp1 Fcp1	nucleus
ENSMUSG00000033326	Kdm4a Jhdm3a Jmjd2 Jmjd2a Kiaa0677	nucleus
ENSMUSG00000033335	Dnm2 Dyn2	nucleus
ENSMUSG00000033350	Chst2 Gst2	integral membrane
ENSMUSG00000033352	Map2k4 Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1	nucleus
ENSMUSG00000033355	Rtp4 Ifrg28	integral membrane
ENSMUSG00000033356	Pus7l	nucleus
ENSMUSG00000033361	Prrg3 Gm368 Tmg3	integral membrane
ENSMUSG00000033364	Usp37 Kiaa1594	nucleus
ENSMUSG00000033365	Ipo13 Kiaa0724	nucleus
ENSMUSG00000033368	Trim69 Rnf36 Trif	nucleus
ENSMUSG00000033379	Atp6v0b Atp6f	integral membrane
ENSMUSG00000033383	Rtp1 Gm604	integral membrane
ENSMUSG00000033396	Spg11 Kiaa1840	cytoplasm
ENSMUSG00000033411	Ctdspl2 D2Ertd485e	nucleus
ENSMUSG00000033420	Antxr1 Atr Tem8	integral membrane
ENSMUSG00000033430	Terf2ip Rap1 MNCb-0448 MNCb-0628	nucleus
ENSMUSG00000033436	Armcx2 Kiaa0512	integral membrane
ENSMUSG00000033444	Specc1l Cytsa Kiaa0376	cytoplasm
ENSMUSG00000033454	Zbtb1	nucleus
ENSMUSG00000033458	Fan1 Kiaa1018 Mtmr15	nucleus
ENSMUSG00000033460	Armcx1	integral membrane
ENSMUSG00000033487	Fndc3a D14Ertd453e Fndc3 Kiaa0970	integral membrane
ENSMUSG00000033502	Cdc14a	cytoplasm
ENSMUSG00000033508	Asprv1 Sasp Taps	integral membrane
ENSMUSG00000033510	Otud7a Cezanne2 Otud7	nucleus
ENSMUSG00000033520	Idi2 Gm9745	cytoplasm
ENSMUSG00000033538	Casp4 Casp11 Caspl Ich3	cytoplasm
ENSMUSG00000033542	Arhgef5	nucleus
ENSMUSG00000033557	Fam20b	integral membrane
ENSMUSG00000033565	Rbfox2 Fox2 Fxh Hrnbp2 Rbm9	nucleus
ENSMUSG00000033578	Tmem35a Tmem35	integral membrane
ENSMUSG00000033579	Fa2h Faah	integral membrane
ENSMUSG00000033581	Igf2bp2 Imp2 Vickz2	nucleus
ENSMUSG00000033585	Ndn	nucleus
ENSMUSG00000033589	Reep4	integral membrane
ENSMUSG00000033594	Spata2l Kiaa4138	cytoplasm
ENSMUSG00000033596	Rfwd3 Rnf201	nucleus
ENSMUSG00000033597	Caskin1 Kiaa1306	cytoplasm
ENSMUSG00000033610	Pank1 Pank	nucleus
ENSMUSG00000033618	Map3k13	cytoplasm
ENSMUSG00000033623	PcgF3 Rnf3 Rnf3a	nucleus
ENSMUSG00000033624	Pdpr Kiaa1990	cytoplasm
ENSMUSG00000033628	Pik3c3 Vps34	cytoplasm
ENSMUSG00000033634	Nat8f2 Cml2	integral membrane
ENSMUSG00000033644	Piwil2 Mili	nucleus
ENSMUSG00000033671	Cep350 Kiaa0480	nucleus
ENSMUSG00000033685	Ucp2 Slc25a8	integral membrane
ENSMUSG00000033697	Arhgap39 D15Wsu169e Kiaa1688	nucleus
ENSMUSG00000033701	Acbd6	cytoplasm
ENSMUSG00000033705	Stard9 Kiaa1300 Kif16a	nucleus
ENSMUSG00000033707	Lrrc24	integral membrane
ENSMUSG00000033712	Ccar2	nucleus
ENSMUSG00000033713	Foxn3 Ches1	nucleus
ENSMUSG00000033717	Adra2a	cytoplasm
ENSMUSG00000033721	Vav3	cytoplasm
ENSMUSG00000033726	Emx1 Emx-1	nucleus
ENSMUSG00000033728	Lrrc14 Kiaa0014	cytoplasm
ENSMUSG00000033732	Sf3b3 Kiaa0017	nucleus
ENSMUSG00000033737	Fndc3c1 Fndc3c Gm784	integral membrane
ENSMUSG00000033740	St18 Kiaa0535	nucleus
ENSMUSG00000033752	Mnd1	nucleus
ENSMUSG00000033767	Tmem131l Kiaa0922	integral membrane
ENSMUSG00000033768	Nrxn2	integral membrane
ENSMUSG00000033773	Rpap2	nucleus
ENSMUSG00000033777	Tlr13	cytoplasm
ENSMUSG00000033788	Dysf Fer1l1	integral membrane
ENSMUSG00000033792	Atp7a Mnk	integral membrane
ENSMUSG00000033794	Lpcat2b Aytl1b	integral membrane
ENSMUSG00000033805	Ephx4 Abhd7 Ephxrp	integral membrane
ENSMUSG00000033809	Alg3 Not Not56l	integral membrane
ENSMUSG00000033831	Fgb	cytoplasm
ENSMUSG00000033837	Foxh1 Fast1 Fast2	nucleus
ENSMUSG00000033849	B3galt2	integral membrane
ENSMUSG00000033860	Fgg	cytoplasm
ENSMUSG00000033862	Cdk10	nucleus
ENSMUSG00000033871	Ppargc1b Errl1 Pgc1 Pgc1b Ppargc1	nucleus
ENSMUSG00000033882	Rbm46	nucleus
ENSMUSG00000033885	Pxk	nucleus
ENSMUSG00000033900	Map9 Asap Mtap9	cytoplasm
ENSMUSG00000033904	Ccp110 Cep110 Cp110 Kiaa0419	cytoplasm
ENSMUSG00000033909	Usp36 Kiaa1453	nucleus
ENSMUSG00000033917	Gde1 Mir16	integral membrane
ENSMUSG00000033918	Parl Psarl	integral membrane
ENSMUSG00000033933	Vhl Vhlh	nucleus
ENSMUSG00000033949	Trim36	cytoplasm
ENSMUSG00000033952	Aspm Calmbp1 Sha1	nucleus
ENSMUSG00000033955	Tnks1bp1 Kiaa1741 Tab182	nucleus
ENSMUSG00000033964	Zbtb41	nucleus
ENSMUSG00000033965	Slc16a2 Mct8 Xpct	integral membrane
ENSMUSG00000033966	Cdkl4 Gm942	nucleus
ENSMUSG00000033967	Rnf225	integral membrane
ENSMUSG00000033970	Rfc3	nucleus
ENSMUSG00000033983	Coil CLN80	nucleus
ENSMUSG00000033985	Tesk2	nucleus
ENSMUSG00000033998	Kcnk1	integral membrane
ENSMUSG00000034000	Neu4	cytoplasm
ENSMUSG00000034006	Slc66a2 Pqlc1	integral membrane
ENSMUSG00000034021	Pds5b Aprin As3 Kiaa0979	nucleus
ENSMUSG00000034022	Cpsf1 Cpsf160	nucleus
ENSMUSG00000034023	Fancd2	nucleus
ENSMUSG00000034028	Cd226 Pta1	integral membrane
ENSMUSG00000034032	Rpap1 Kiaa1403	nucleus
ENSMUSG00000034040	Galnt17 Wbscr17	integral membrane
ENSMUSG00000034041	Lyl1 Lyl-1	nucleus
ENSMUSG00000034042	Gpbp1l1	nucleus
ENSMUSG00000034057	Myrfl Gm239	integral membrane
ENSMUSG00000034063		integral membrane
ENSMUSG00000034066	Farp2 Kiaa0793	cytoplasm
ENSMUSG00000034071	Znf551 Zfp551	nucleus
ENSMUSG00000034075	Zdhhc5 Kiaa1748	integral membrane
ENSMUSG00000034088	Hdlbp	nucleus
ENSMUSG00000034101	Ctnnd1 Catns Kiaa0384	nucleus
ENSMUSG00000034105	Meak7 Kiaa1609 Tldc1	cytoplasm
ENSMUSG00000034107	Ano7 Ngep Tmem16g	integral membrane
ENSMUSG00000034108	Ccs Ccsd	nucleus
ENSMUSG00000034109	Golim4 Df10 Golph4	integral membrane
ENSMUSG00000034110	Kctd7	cytoplasm
ENSMUSG00000034112	Atp2c2 Kiaa0703 Spca2	integral membrane
ENSMUSG00000034120	Srsf2 Pr264 Sfrs10 Sfrs2	nucleus
ENSMUSG00000034121	Mks1	cytoplasm
ENSMUSG00000034126	Pomt2	integral membrane
ENSMUSG00000034145	Tmem63c CSC1	integral membrane
ENSMUSG00000034154	Ino80 Inoc1 Kiaa1259	nucleus
ENSMUSG00000034156	Tspoap1 Bzrap1 Kiaa0612 Rbp1	cytoplasm
ENSMUSG00000034157	Cipc Kiaa1737	nucleus
ENSMUSG00000034160	Ogt	nucleus
ENSMUSG00000034161	Scx	nucleus
ENSMUSG00000034165	Ccnd3 Cyl-3	nucleus
ENSMUSG00000034168	Irf2bpl Eap1 Kiaa1865	nucleus
ENSMUSG00000034171	Faah Faah1	integral membrane
ENSMUSG00000034175	Rhbdd3	integral membrane
ENSMUSG00000034185	Tmem275	integral membrane
ENSMUSG00000034192	Lsm3	nucleus
ENSMUSG00000034201	Gas2l1	cytoplasm
ENSMUSG00000034205	Loxl2	nucleus
ENSMUSG00000034206	Polq Chaos1	cytoplasm
ENSMUSG00000034218	Atm	nucleus
ENSMUSG00000034224	Slc38a8 Gm587	integral membrane
ENSMUSG00000034227	Foxj1 Hfh4	nucleus
ENSMUSG00000034245	Hdac11	nucleus
ENSMUSG00000034248	Slc25a37 Mfrn Mscp	integral membrane
ENSMUSG00000034252	Senp6 Kiaa0797 Susp1	nucleus
ENSMUSG00000034255	Arhgap27 Camgap1	cytoplasm
ENSMUSG00000034259	Exosc4 Rrp41	nucleus
ENSMUSG00000034263	Ints14 Vwa9	cytoplasm
ENSMUSG00000034265	Zdhhc14	integral membrane
ENSMUSG00000034266	Batf	nucleus
ENSMUSG00000034269	Setd5 Kiaa1757	nucleus
ENSMUSG00000034271	Jdp2 Jundm2	nucleus
ENSMUSG00000034275	Igsf9b Kiaa1030	integral membrane
ENSMUSG00000034278	Dnajc17	nucleus
ENSMUSG00000034282	Evpl	cytoplasm
ENSMUSG00000034290	Nek9 Nercc	nucleus
ENSMUSG00000034295	Fhod3 Fhos2 Kiaa1695	cytoplasm
ENSMUSG00000034297	Med13 Kiaa0593 Thrap1 Trap240	nucleus
ENSMUSG00000034300	Fam53c	nucleus
ENSMUSG00000034308	Sdr42e1	integral membrane
ENSMUSG00000034317	Trim59 Mrf1	integral membrane
ENSMUSG00000034321	Exosc1 Csl4	cytoplasm
ENSMUSG00000034329	Brip1 Bach1 Fancj	nucleus
ENSMUSG00000034333	Zbed4 Kiaa0637	nucleus
ENSMUSG00000034341	Wbp2	nucleus
ENSMUSG00000034343	Ube2f Ube2fa	nucleus
ENSMUSG00000034349	Smc4 Capc Smc4l1	nucleus
ENSMUSG00000034359	Skint2	integral membrane
ENSMUSG00000034361	Cpne2	nucleus
ENSMUSG00000034362	Csta Csta1	cytoplasm
ENSMUSG00000034377	Tulp4 Tusp	cytoplasm
ENSMUSG00000034384	Barhl2 Barh1 Mbh1	nucleus
ENSMUSG00000034387	Ssuh2 Ssu2	nucleus
ENSMUSG00000034403	Pja1	cytoplasm
ENSMUSG00000034422	Parp14 Kiaa1268	nucleus
ENSMUSG00000034424	Gcsh	cytoplasm
ENSMUSG00000034430	Zxdc	nucleus
ENSMUSG00000034432	Cops8 Csn8	nucleus
ENSMUSG00000034435	Tmem30b Cdc50b	integral membrane
ENSMUSG00000034442	Trmt5 Kiaa1393 Trm5	nucleus
ENSMUSG00000034445	Cyb561a3 Cybasc3 Lcytb	integral membrane
ENSMUSG00000034450	Gulo	integral membrane
ENSMUSG00000034459	Ifit1 Garg16 Ifi56 Isg56	cytoplasm
ENSMUSG00000034460	Six4 Arec3	nucleus
ENSMUSG00000034462	Pkd2 TRPP2	cytoplasm
ENSMUSG00000034463	Scara3	integral membrane
ENSMUSG00000034467	Dynlrb2 Dncl2b Dnlc2b	cytoplasm
ENSMUSG00000034471	Caskin2 Kiaa1139	cytoplasm
ENSMUSG00000034473	Sec22a Sec22l2	integral membrane
ENSMUSG00000034484	Snx2	cytoplasm
ENSMUSG00000034486	Gbx2 Mmoxa Stra7	nucleus
ENSMUSG00000034509	Mad2l1bp Mad2lbp	nucleus
ENSMUSG00000034520	Gjc1 Cxn-45 Gja7	integral membrane
ENSMUSG00000034533	Scn10a Sns	integral membrane
ENSMUSG00000034543	Morc2a Kiaa0852 Zcwcc1	nucleus
ENSMUSG00000034544	Rsrc1 Srrp53	nucleus
ENSMUSG00000034551	Hdx	nucleus
ENSMUSG00000034563	Ccpg1	integral membrane
ENSMUSG00000034570	Inpp5j Pib5pa	cytoplasm
ENSMUSG00000034575	Tent4a Papd7 Pols	nucleus
ENSMUSG00000034586	Hid1	cytoplasm
ENSMUSG00000034591	Slc41a2	integral membrane
ENSMUSG00000034593	Myo5a Dilute	cytoplasm
ENSMUSG00000034595	Ppp1r18	cytoplasm
ENSMUSG00000034601	Talpid3	cytoplasm
ENSMUSG00000034610	Tut4 Kiaa0191 Zcchc11	nucleus
ENSMUSG00000034612	Chst11	integral membrane
ENSMUSG00000034613	Ppm1h Kiaa1157	nucleus
ENSMUSG00000034614	Pik3ip1 Crkd Hgfl	integral membrane
ENSMUSG00000034616	Ssh3 Ssh3l	nucleus
ENSMUSG00000034620	Rxylt1 Tmem5	integral membrane
ENSMUSG00000034621	Gpatch8 Gpatc8 Kiaa0553	nucleus
ENSMUSG00000034639	Setmar	nucleus
